Dimension EXL Integrated Chemistry System, 4 875 $,  Netherlands, Used
Siemens Chemistry Analyzer 1265, 724 $,  France, New
"DIGITAL INSTRUMENTS VEECO MMAFM-2, MMAFM-631, MMSTMC-150 ATOMIC MICROSCOPE LOT", 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 141 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 9 135 $,  USA, Used
Omano Stereo Microscope Binocular 4413 Dual Power Lighted Set up, 1 000 $,  USA, For Parts
ABBOTT LABS Architect i1000 SR Immunoassay Analyzer, 1 100 $,  USA, Used
SCANDITRONIX CU500e Lab Dosimeter, 150 $,  USA, For Parts
ABBOTT I-Stat Hematology Analyzer, 372 500 $,  USA, Used
Hardigg Cases Pelican Hard Case Dewar Shipping Container (800-2680), 1 655 $,  USA, Used
Histology Lab Startup - Advanced Package, 1 211 $,  USA, Used
Olympus LMPlanFl 20x/0.40na BD Objective, 629 $,  Netherlands, Used
Olympus ULWD MSPLAN 20x Objective, 727 $,  Netherlands, Used
Olympus CX-DMG-2; FL-Cube Superwide Band Green for CH/CX/CK, 724 $,  France, New
"Leica 1.25x Achromat Objective, M60 Thread Model # 10450162", 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Refurbished
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 695 $,  USA, For Parts
HORIBA Pentra DF Nexus Hematology Analyzer, 3 500 $,  USA, New
OLYMPUS U-DCD DRY DARKFIELD CONDENSER FOR BX & BH SERIES MICROSCOPES, 2 150 $,  USA, For Parts
OLYMPUS PLANAPO N 60X 1.42 NA OIL IMMERSION OBJECTIVE FOR THE BX & IX SERIES MICROSCOPES, 250 $,  USA, Refurbished
"Nikon P-TL Tri Trinocular Head for SMZ800, SMZ800N and SMZ1270 Model # MMB52210", 1 591 $,  USA, Used
NIKON CFWN 10X EYEPIECES, 2 425 $,  USA, Used
Leica Camera Port HD F for MZ and M Series Stereos 10450301, 2 450 $,  USA, Refurbished
"Leica Plan APO 1.0x, M Series, Objective", 5 000 $,  USA, New
Tecan Hydroflex Microplate Washer Cell Wash Vacuum Filtration w WARRANTY, 4 500 $,  Netherlands, Used
Used Tecan Ultra Evolution Microplate Reader, 115 $,  Netherlands, Used
Used BMG LABTECH GMBH FLUOSTAR OPTIMA MULTIMODE MICROPLATE READER, 724 $,  France, New
Used Thermo Shandon Para Trimmer B3120205 Paraffin Wax Trimmer, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 425 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 1 000 $,  USA, Used
Used 10965 AMETEK APC030 CINDG JOFRA APC COMPACT SERIES PRESSURE CALIBRATOR, 70 $,  USA, Used
Used Circon Cabot 3000 Zoom Colposcope, 70 $,  USA, Used
Used RESTEK 10910 RTX 502.2 PHASE 60M X 0.53 mm I.D. X 3 m GC Capillary Column, 60 $,  USA, For Parts
Pack 50 MACS SmartStrainers (70 m) # 130-098-462, 500 $,  USA, Used
Hamamatsu Photocathode Tube R645 420nm Multialkali Na-K-Sb-Cs, 60 $,  USA, Used
Sedigraph 5120 parts, 300 $,  USA, Used
KODAK VITROS CHEMISTY SYSTEMS DT60 II (HC), 320 $,  Netherlands, Used
R162554 Philips M8058-66504 Monitor Main Board 0730SC109 M8058-66404, 76 $,  Netherlands, Used
SCS INSRUMENTS IONOGRAPH 500M LP SPECIALTY COATING SYSTEM TESTER (#1742), 724 $,  France, New
Used ALPHA INNOTECH MODEL 8710-8-001 GEL HOOD IMAGING SYSTEM CAMERA DARKROOM BIOIMAGI, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 100 $,  Canada, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 850 $,  USA, Used
R163043 Spectroline XX-15G UV Short Wave Ultraviolet 254 nm Light, 250 $,  USA, Used
Power Supply Beckman DXC 600-800 PN: 970689, 1 095 $,  USA, Used
G152376 Radiation Power Systems HA-10C2 UV Arc Lamp Power Supply, 750 $,  USA, Refurbished
Radiometer Copenhagen Potentiometric Titration Workstation TitraLab 90, 34 000 $,  USA, Used
Used 10535 THERMO HAAKE RHEOSTRESS RHEOMETER TC501 CONTROLLER, 83 864 $,  USA, Used
Refurbished Siemens / Bruker D5000 X-ray Powder Diffraction (XRD) System, 9 910 $,  Ukraine, New
MCR 702 TwinDrive (Demo Unit), 15 $,  Netherlands, New
Anton Paar Abbemat 300 Refractometers, 3 577 $,  Netherlands, Used
Used Orion 420A (800-0453), 724 $,  France, New
Clamping Cell SurPASS (Demo Unit), 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  Ukraine, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  Ukraine, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 35 000 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 2 000 $,  USA, New
NEW EDX 3300 XRF X-Ray Spectrometer ***Financing*Warranty*** ROHS-Mining-Sulfur, 300 $,  USA, New
G140752 Shimadzu GC-17A & GCMS-QP5000 Gas Chromatograph Mass Spectrometer, 75 $,  USA, New
H138083 Shimadzu UV-160U UV-Visible Recording Spectrophotometer w/ CPS-240A, 24 500 $,  USA, New
G158495 Particle Measuring Systems IsoAir Plus Aerosol Sensor 510, 45 000 $,  USA, Used
Used Varian Saturn 2000 Mass Spectrometer, 1 500 $,  USA, Used
Refurbished Varian 450GC/300MS/8400 autosampler Mass Spectrometer, 256 $,  USA, Used
Used Narishige IM-300 Microinjector HPLC Pumps, 2 995 $,  Netherlands, Used
Used LEYBOLD-HERAEUS 450 HPLC Pumps, 5 200 $,  Netherlands, Used
Used GE P-900 AKTA HPLC Pumps, 724 $,  France, New
Refurbished Agilent Technologies G1361A HPLC Pumps, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 8 700 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 249 $,  USA, Used
Refurbished Waters Acquity UPD HPLC Detectors, 1 750 $,  USA, New
Grace Vydac 218MS 5um C18 HPLC Column 150x4.6mm 218MS5415, 2 449 $,  USA, New
Used Alltech 570 Autosampler, 9 500 $,  USA, New
"Used Dionex Post Column Reaction System (RBU-510, PRU-510, PPU-510)", 28 250 $,  USA, For Parts
Used Agilent 6850 Network GC with FID and Autosampler, 175 $,  USA, For Parts
Dionex ICS-3000 Ion Chromatography System, 11 995 $,  USA, For Parts
New Zellweger 2302B0650 Enforcer Portable Gas Detector / Calibrator, 90 000 $,  Netherlands, Used
Refurbished GE Akta FPLCw/ Frac-950 FPLC Systems, 1 000 $,  Netherlands, Used
Refurbished Hitachi S-4700-II Electron Microscope, 724 $,  France, New
Agilent 01078-60003 Analytical Head Assy, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, For Parts
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 300 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 400 $,  USA, For Parts
Mettler Toledo MonoBloc Delta Range Analytical Balance PB303-SDR, 1 995 $,  USA, Refurbished
10161 METTLER PM460 DELTA RANGE SCALE / BALANCE 400G MAX, 1 000 $,  USA, Used
Mettler Toledo Analytical Balance AB204-S, 499 $,  USA, Refurbished
Mettler Toledo SB 8001 Precision Balance, 55 $,  USA, New
"Unused Mettler Toledo GA42 Printer w/2X Ink, 2X Paper, RS232C Cable for Balances", 4 100 $,  USA, New
Mettler PM1200 Scale (for parts or repair), 320 $,  USA, Used
Emtek P100 Microbial Air Sampler, 40 $,  Netherlands, New
APTECH AP4650SM 2PW FV4 TW6 250 PSI VALVE - LOT OF 14 (#1), 52 $,  Netherlands, Used
SWAGELOK SS-43GS4 BALL VALVE 316 ROH VALVES (UUR), 724 $,  France, New
SMC AW2000 FILTER REGULATOR SMC AFM2000 MIST SEPARATOR PRESSURE GAUGE ASSEMBLY, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 320 $,  USA, For Parts
HORIBA Pentra DF Nexus Hematology Analyzer, 1 166 $,  USA, For Parts
ANDERSON GREENWOOD 930203FA PRESSURE RELIEF VALVE- 2, 61 $,  USA, New
1.33, 1 040 $,  USA, Used
DAIGGER SHAKER MODEL 22407A, 5 000 $,  USA, Refurbished
"Norlake NSPR502WWG/0 Double Door Refrigerator, Laboratory Equipment, Lab", 60 $,  USA, Used
C160954 Asyst Technologies OFH-3000Q Prealigner Pre-Aligner Wafer Handling Robot, 440 $,  USA, Used
Used Agilent Technologies Agiltent Solvent Mixer Mixers, 1 195 $,  USA, Used
Used Panasonic AG-MX70 Mixers, 1 550 $,  Netherlands, Refurbished
Used Lightnin EV5P25M Mixers, 1 120 $,  Netherlands, Used
"IKA M 20 Basic Universal Dry Mill, 20,000rpm", 724 $,  France, New
Bel-Art Large Molded Polyethylene Fume Hood With Acrylic Sash; 42 X 20 X 30 IN, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Refurbished
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 995 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 8 180 $,  USA, For Parts
Forma Scientific CryoMed Control Rate Freezer 8026, 7 836 $,  USA, Used
So-Low U85-18 Ultra Low Temperature Laboratory Freezer, 3 885 $,  USA, Used
So-Low U85-13 Ultra Low Temperature Laboratory Freezer, 208 $,  USA, New
Heidolph Rotary Evaporator Laborota 4002, 375 $,  USA, New
PRECISION GRAVITY CONVECTION INCUBATOR MODEL 2EG, 100 $,  USA, Refurbished
FISHER ISOTEMP INCUBATOR 200 SERIES MODEL 255D, 350 $,  USA, Refurbished
"ASP Sterrad Incubator 58 Degree C #4, Lab, Healthcare, Laboratory Equipment", 275 $,  Netherlands, New
R162002 VWR Sheldon Shel Lab Refrigerated Incubator LI5 w/ Two Outlets Inside, 250 $,  Netherlands, Used
INFORS HT UNITRON LABORATORY INCUBATOR SHAKER, 724 $,  France, New
Western Enterprises LC (Cryogenic Cylinder-Gas Withdrawal), 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 572 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 757 $,  USA, Used
JEIO Tech Lab Companion BW-05G Heating Water Bath 5 Liter AAH41406U, 6 500 $,  USA, Refurbished
Welch 2019 Diaphragm Pump - Vacuum Filtration 115V Model # 2019B-01, 64 $,  USA, New
New in Box Edwards XDS10 Dry Vacuum Pump, 32 $,  USA, For Parts
SMITHKLINE BEECHAM CLINICAL LABORATORIES VANGUARD V6500 CENTRIFUGE, 19 992 $,  USA, Used
DENVILLE SCIENTIFIC BRUSHLESS MICROCENTRIFUGE MODEL 260D, 2 500 $,  USA, Used
Nova Biomedical BioProfile FLEX Analyzer, 2 500 $,  USA, Used
Moller-Wedel Spectra 500 Surgical Microscopes, 30 000 $,  Netherlands, Used
Hitachi SEM S-520 Scanning Electron Microscope, 76 $,  Netherlands, Used
Leica DM 5500 Q Confocal Spectral Detector TCS SPE Laser Scanning Microscope, 724 $,  France, New
COHU MICROSCOPE COLOR CAMERA MODEL 1352--5000/0000, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 3 500 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 1 800 $,  USA, For Parts
OLYMPUS SZ1145 CHI INSPECTION STEREOZOOM MICROSCOPE W/ COAXIAL ILLUMINATION. ZOOM RANGE IS 18X - 110, 2 600 $,  USA, Used
Nikon SMZ-10A Stereo Microscope with Side Camera Port, 1 600 $,  USA, For Parts
LEICA MZ6 STEREOZOOM MICROSCOPE, 3 496 $,  USA, Used
LEICA MS5 STEREOZOOM MICROSCOPE, 3 870 $,  USA, Used
Leica M60 Stereo Microscope on Table Stand, 645 $,  USA, Used
Leica M60 Stereo Microscope on Dual Arm Boom Stand, 2 500 $,  USA, For Parts
AUTOMATED scrubEx Automated Dispensing System, 5 699 $,  Netherlands, New
THERMO SCIENTIFIC Heraeus Megafuge 16 Laboratory Сentrifuge, 700 $,  Netherlands, Used
BIO-RAD Bio-Plex Pro Human Diabetes Electrophoresis System, 724 $,  France, New
Vacuum Filtration System with Single Branch Manifold, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 5 900 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 677 $,  USA, New
Azzota SE9200 Scanning Double Beam UV-Vis Spectrophotometer, 2 412 $,  USA, Used
BECKMAN COULTER LH 750 Slide Marker and Stainer Slide Stainer, 340 $,  USA, Used
BOC EDWARDS XDS10C Laboratory Vacuum Pump, 1 009 $,  USA, Used
New Hitachi Deuterium Lamp for LC - 635-0946, 15 $,  USA, Used
"OLYMPUS U-MWIB2; WIDE IF BLUE CUBE, EX460-90, DM505, EM510IF", 341 $,  USA, For Parts
:: PENTAX ST-1A STETHASCOPE, 400 $,  USA, For Parts
LabTech VP30 Vacuum Pump, 90 $,  Netherlands, Used
MOUNTZ S-100 TORQUE ANALYZER, 300 $,  Netherlands, Used
Pack 10 Pall Omega Membrane 10 mL Stirred Cells 100K Clear OC100C30, 724 $,  France, New
Siemens Medical Hematek Slide Stainer, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 75 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 3 995 $,  USA, New
Siemens Hematek Stain Pak 01178588 for 3000 Slide Stainer- New, 775 $,  USA, Used
Labconco Freestanding FlaskScrubber Glassware Washer 4420420, 3 401 $,  USA, For Parts
Olympus U-5BDRE Brightfield/Darkfield 5 Position Nosepiece U-R205, 925 $,  USA, Used
Olympus U-DICR; Nomarski Prism Reflected Light, 1 200 $,  USA, Used
Nikon Gout Polarization Kit, 95 $,  USA, Used
NIKON CFN FILAR MICROMETER EYEPIECE 10X, 400 $,  USA, Used
OLYMPUS PM -PB20 / PM C35DX Camera Microscope, 58 $,  Netherlands, Used
NIKON 3X TOOLMAKERS OBJECTIVE, 695 $,  Netherlands, Used
Leica Lens Shield for A and S Series Microscopes Model # 10450831, 724 $,  France, New
Olympus U-PO3; POLARIZER SLIDER W/LOCKING PLATE TO U-AN360-3, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 544 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 145 $,  USA, New
"Olympus U-TP530;FIRST ORDER RED,FULL WAVE,GYPSUM PLATE,FITS IN U-TAD", 800 $,  USA, New
Olympus 43IF550-W45: 45mm Green interference 550NM Filter, 500 $,  USA, New
OLYMPUS BH2-UMA BRIGHTFIELD / DARKFIELD REFLECTED LIGHT ILLUMINATOR FOR THE BH SERIES MICROSCOPES **, 300 $,  USA, New
"Used Diagnostica Stago, Inc. STA Satellite Hematology Analyzers", 474 $,  USA, Used
Used Abbott I-Stat Hematology Analyzers, 149 $,  USA, Used
Nikon C-FMCN Coarse/Fine Focus Mount fits 32mm Post and 76mm Stereo Microscope, 1 596 $,  USA, Used
Nikon G-AL 2X Stereo Microscope Objective MMH31200, 900 $,  Netherlands, New
Leica Plan 1.0x M-series Objective, 478 $,  Netherlands, Used
Olympus UMPlanFl 50x/0.80na Objective, 724 $,  France, New
Olympus DFPL 0.5x-4 Plan Achromat Objective for SZX9, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 1 041 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 1 327 $,  USA, Used
Olympus MD Plan 80x Microscope Objective, 2 500 $,  USA, New
Olympus ULWD MSPLAN 50X/0.55na Objective, 100 $,  USA, Used
G149867 Olympus Optical BH3-MJLA4 Microscope w/Tilting Trinocular Head, 16 500 $,  USA, For Parts
R152434 Olympus CX41 Hitachi Microscope CCD Camera KP-F1AP, 3 499 $,  USA, New
Used Advanced Instruments 2020 Osmometers, 5 000 $,  USA, For Parts
Bio-Rad MYIQ Real-time PCR system-Newly Refurbished!, 101 $,  USA, New
"Perkin Elmer Radiomatic 625TR Laboratory Flow Scintillation Counter, Tested.", 2 999 $,  Netherlands, Used
BIO-RAD TRANS-BLOT SD SEMI DRY TRANSFER CELL FOR WESTERN BLOTTING DNA & RNA, 338 $,  Netherlands, Used
ABI SimpliAmp 96 well PCR Thermal Cycler-Demo Condition Year 2015, 724 $,  France, New
Used BIO-TEK ELX50 MICROPLATE READER (B1), 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Refurbished
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 175 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 1 539 $,  USA, Used
Used Waters 2487 Low Voltage Power Supply WAS081266, 250 $,  USA, Used
Used Mycronic MYDATA Automation TMDFLEX TMD Flex Type L-14-442D Tape Magazine SMT, 3 450 $,  USA, Used
Used 10655 TOROID ISB-100W MEDICAL ISOLATION TRANSFORMER, 100 $,  USA, Used
Used HISEQ 2000 ILLUMINA HISEQ 2000 GENOME DNA SEQUENCING SYSTEM, 1 000 $,  Ukraine, Used
Used 10058 ESPA BOMBAS ELECTRICAS DELTA 1005M 22060486/STD 1 HP MOTOR / PUMP, 18 750 $,  Ukraine, New
Used 11032 FLUKE WAVETEK 1375 VXI 20 MHZ ARBITRARY WAVEFORM GENERATOR, 100 $,  Ukraine, New
Used Metrohm 850 Professional IC 858 Detector Ion Chromotography Mixing Valve, 105 $,  Netherlands, New
Surgipath X-Tract Replacement Cartridge & 3 Bactiguard Filters 04954 SCAS1, 638 $,  Netherlands, Used
SAMPLE ARM CAPS P/N: 707-1593 FOR USE WITH HITACHI 911/7070 CHEMISTRY ANALYZER, 724 $,  France, New
HALM CETISPV-IRM -ISO MEASUREMENT MONITOR -NEW IN BOX?, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  Ukraine, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  Ukraine, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 89 $,  Ukraine, New
HORIBA Pentra DF Nexus Hematology Analyzer, 100 $,  USA, New
Life Technologies Beta-lactamase Loading Solutions K1085, 112 $,  USA, Used
R159049 Natus Bio-logic Isolation Transformer 520-SWBXFS, 1 875 $,  USA, Used
100 NSPIRE KOKO DISPOSABLE BACTERIAL VIRAL PULMONARY FILTER 810000 6360011 L 202, 5 000 $,  USA, New
MTS NANOINDENTER NANO INDENTER XP (#1842), 300 $,  USA, New
10907 MACGREGOR DC 2003P DP2DU-2000 DUAL HEAD PARALLEL GAP RESISTANCE WELDER, 3 000 $,  USA, New
R162670 Lot (3) Inovision Therapy Beam Evaluator 35300A, 15 220 $,  USA, New
Used Applikon Bioreactor Technologies Pall Micro-24 M6986 MicroReactor Fermenter, 95 $,  Netherlands, New
Anton Paar Abbemat 550 Refractometers, 4 000 $,  Netherlands, Used
RADIOMETER COPENHAGEN PHM82 STANDARD PH METER, 724 $,  France, New
Used Thermo Nicolet 6700 iTR Diamond Plate 19468 for Smart iTR, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 4 000 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 625 $,  USA, For Parts
Used Hitachi U3900H Spectrophotometer - includes software!, 2 500 $,  USA, For Parts
Used Thermo Multiskan Spectrum Spectrophotometer, 90 000 $,  USA, Used
Used Perkin Elmer Lambda EZ210 Spectrphomter System, 11 000 $,  USA, Refurbished
Used Agilent 7890A & Agilent 7000 Triple Quad GC/MS/MS G7010AA **FINANCING*WARRANTY**, 35 000 $,  USA, Refurbished
Oxford X-Met 5000 XRF Alloy Mining Ore ROHS Analyzer PMI GUN Xray spectrometer, 725 $,  USA, For Parts
Thermo ARL 3460 ADVANTAGE optical emission spectrometer *FINANCING* WARRANTY*, 1 650 $,  USA, New
Used Hiac/Royco 5230 Airborn Particle Counter, 4 995 $,  Netherlands, Used
Used METTLER TOLEDO Mettler Toledo MJ33 Moisture Analyzers, 59 500 $,  Netherlands, Used
Used METTLER TOLEDO HS153 Moisture Analyzers, 724 $,  France, New
Used Thermo Fisher Scientific LTQ Orbitrap Mass Spectrometer, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 100 000 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 750 $,  USA, Used
Refurbished Agilent Technologies 6460 / 1290 Mass Spectrometer, 2 270 $,  USA, Used
Used Agilent Chemstation LC B.04.03 Software Licenses Lab Advisor and BootP Included, 1 750 $,  USA, Used
Refurbished Refurbished Shimadzu DGU-20A 3 Prominence Degasser with ONE YEAR WARRANTY, 175 $,  USA, Used
Waters Alliance 2695 Separations Module WAT270008 - Parts Unit - SN G99SM4867M, 160 $,  USA, Used
Used Agilent Zorbax Eclipse XDB-C8 HPLC Column 2.1 x 50mm 5um #960967-906, 300 $,  USA, New
Amicon Vantage Acrylic Preparative Chromatography Column 250mm ID VS250, 9 995 $,  USA, New
T159947 CTC Analytics LC-PAL Autosampler Arm MXY 03-01A, 23 999 $,  Netherlands, New
Used Varian Gas Chromatograph CP-3800 3800/3380, 63 $,  Netherlands, Used
"Refurbished Refurbished Varian CP 3900 GC, FID installed, with CTC Combi Pal headspace", 724 $,  France, New
Colorimeter (CW2010), 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, New
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 30 000 $,  USA, New
HORIBA Pentra DF Nexus Hematology Analyzer, 293 $,  USA, New
"Waters ACQUITY UPLC System PDA Detector Sample Binary Solvent Manager,Column H/C with Computer loaded with empower 2.", 769 $,  USA, For Parts
Vintage Federal Pacific Roller-Smith Precision Balance 705689 NP 1565, 659 $,  USA, For Parts
Mettler Toledo PB1502-S Balance d=0.01g Max=1510.00g Working Great, 800 $,  USA, For Parts
Mettler Toledo PB1502-S d=0.01g Max=1510.00g Lab Scale Working Great, 1 400 $,  USA, Used
Mettler-Toledo PG6002-S Balance Scale 1200.00g / 6100.0g, 3 200 $,  USA, New
Mettler-Toledo XS2002S Balance Scale 2100.00g, 1 100 $,  USA, For Parts
Mettler Toledo XS32001L Balance, 45 $,  Netherlands, Used
Mettler Toledo PR2002 Balance W/ LC-RS9 Cable, 9 500 $,  Netherlands, Used
10162 METTLER PE 3600 SCALE / BALANCE, 724 $,  France, New
PERKIN ELMER AANALYST 300 AAS with Flame featured, 1 086 $,  France, Used
CIMAREC Telemodul 20c Laboratory Controller, 5 431 $,  France, Used
THERMO SCIENTIFIC Pierce Other Lab Equipment, 5 431 $,  USA, Used
HORIBA Pentra DX 120 SPS Hematology Analyzer, 5 431 $,  USA, Used
HORIBA ABX Pentra DX Nexus Hematology Analyzer, 537 $,  USA, Used
HORIBA Pentra DF Nexus Hematology Analyzer, 866 $,  USA, Used
MKS Baratron 622B12TBE Capacitance Manometer 100 Torr, 320 $,  USA, Used
"FLOWSERVE SEREG CONTROL VALVE ACTUATOR CONVERTER ASSEMBLY MECA-INOX, ASCO, ETC", 364 $,  USA, New
CKD PARECT PRESSURE CONTROL FLOW SPLITTER TPR-03-A100T-X100 (AA), 14 $,  USA, New
KF40 HV Manual Angle Valve, 40 $,  USA, Refurbished
SMC V124-5G 3 port Solenoid Valve (V100 direct operated - Standard) 24VDC (C-2), 300 $,  USA, Used
Gemu Plastic Diaphram Valve S660/15/D/7X152-1 X, 50 $,  USA, Used
BioRad Ultra Rocker, 125 $,  Netherlands, Used
T160921 Barnstead Thermolyne Maxi Mix 1 Type 16700 Vortex Mixer Shaker M16715, 400 $,  Netherlands, Used
